depmap_column_name	gene_symbol	ncbi_entrez_id
ST8SIA6 (338596)	ST8SIA6	338596
STAB1 (23166)	STAB1	23166
STAB2 (55576)	STAB2	55576
STAC (6769)	STAC	6769
STAC2 (342667)	STAC2	342667
STAC3 (246329)	STAC3	246329
STAG1 (10274)	STAG1	10274
STAG2 (10735)	STAG2	10735
STAG3 (10734)	STAG3	10734
STAM (8027)	STAM	8027
STAM2 (10254)	STAM2	10254
STAMBP (10617)	STAMBP	10617
STAMBPL1 (57559)	STAMBPL1	57559
STAP1 (26228)	STAP1	26228
STAP2 (55620)	STAP2	55620
STAR (6770)	STAR	6770
STARD10 (10809)	STARD10	10809
STARD13 (90627)	STARD13	90627
STARD3 (10948)	STARD3	10948
STARD3NL (83930)	STARD3NL	83930
STARD4 (134429)	STARD4	134429
STARD5 (80765)	STARD5	80765
STARD6 (147323)	STARD6	147323
STARD7 (56910)	STARD7	56910
STARD8 (9754)	STARD8	9754
STARD9 (57519)	STARD9	57519
STAT1 (6772)	STAT1	6772
STAT2 (6773)	STAT2	6773
STAT3 (6774)	STAT3	6774
STAT4 (6775)	STAT4	6775
STAT5A (6776)	STAT5A	6776
STAT5B (6777)	STAT5B	6777
STAT6 (6778)	STAT6	6778
STATH (6779)	STATH	6779
STAU1 (6780)	STAU1	6780
STAU2 (27067)	STAU2	27067
STBD1 (8987)	STBD1	8987
STC1 (6781)	STC1	6781
STC2 (8614)	STC2	8614
STEAP1B (256227)	STEAP1B	256227
STEAP2 (261729)	STEAP2	261729
STEAP3 (55240)	STEAP3	55240
STEAP4 (79689)	STEAP4	79689
STEEP1 (63932)	STEEP1	63932
STH (246744)	STH	246744
STIL (6491)	STIL	6491
STIM1 (6786)	STIM1	6786
STIM2 (57620)	STIM2	57620
STIMATE (375346)	STIMATE	375346
STING1 (340061)	STING1	340061
STIP1 (10963)	STIP1	10963
STK10 (6793)	STK10	6793
STK11 (6794)	STK11	6794
STK11IP (114790)	STK11IP	114790
STK16 (8576)	STK16	8576
STK17A (9263)	STK17A	9263
STK17B (9262)	STK17B	9262
STK19 (8859)	STK19	8859
STK24 (8428)	STK24	8428
STK25 (10494)	STK25	10494
STK26 (51765)	STK26	51765
STK3 (6788)	STK3	6788
STK31 (56164)	STK31	56164
STK32A (202374)	STK32A	202374
STK32B (55351)	STK32B	55351
STK32C (282974)	STK32C	282974
STK33 (65975)	STK33	65975
STK35 (140901)	STK35	140901
STK36 (27148)	STK36	27148
STK38 (11329)	STK38	11329
STK38L (23012)	STK38L	23012
STK39 (27347)	STK39	27347
STK4 (6789)	STK4	6789
STK40 (83931)	STK40	83931
STKLD1 (169436)	STKLD1	169436
STMN1 (3925)	STMN1	3925
STMN2 (11075)	STMN2	11075
STMN3 (50861)	STMN3	50861
STMN4 (81551)	STMN4	81551
STMND1 (401236)	STMND1	401236
STN1 (79991)	STN1	79991
STOM (2040)	STOM	2040
STOML1 (9399)	STOML1	9399
STOML2 (30968)	STOML2	30968
STOML3 (161003)	STOML3	161003
STON1 (11037)	STON1	11037
STON2 (85439)	STON2	85439
STOX1 (219736)	STOX1	219736
STOX2 (56977)	STOX2	56977
STPG1 (90529)	STPG1	90529
STPG2 (285555)	STPG2	285555
STPG3 (441476)	STPG3	441476
STPG4 (285051)	STPG4	285051
STRA6 (64220)	STRA6	64220
STRA8 (346673)	STRA8	346673
STRADA (92335)	STRADA	92335
STRADB (55437)	STRADB	55437
STRAP (11171)	STRAP	11171
STRBP (55342)	STRBP	55342
STRC (161497)	STRC	161497
STRIP1 (85369)	STRIP1	85369
STRIP2 (57464)	STRIP2	57464
STRN (6801)	STRN	6801
STRN3 (29966)	STRN3	29966
STRN4 (29888)	STRN4	29888
STS (412)	STS	412
STT3A (3703)	STT3A	3703
STT3B (201595)	STT3B	201595
STUB1 (10273)	STUB1	10273
STUM (375057)	STUM	375057
STX10 (8677)	STX10	8677
STX11 (8676)	STX11	8676
STX12 (23673)	STX12	23673
STX16 (8675)	STX16	8675
STX17 (55014)	STX17	55014
STX18 (53407)	STX18	53407
STX19 (415117)	STX19	415117
STX1A (6804)	STX1A	6804
STX1B (112755)	STX1B	112755
STX2 (2054)	STX2	2054
STX3 (6809)	STX3	6809
STX4 (6810)	STX4	6810
STX5 (6811)	STX5	6811
STX6 (10228)	STX6	10228
STX7 (8417)	STX7	8417
STX8 (9482)	STX8	9482
STXBP1 (6812)	STXBP1	6812
STXBP2 (6813)	STXBP2	6813
STXBP3 (6814)	STXBP3	6814
STXBP4 (252983)	STXBP4	252983
STXBP5 (134957)	STXBP5	134957
STXBP5L (9515)	STXBP5L	9515
STXBP6 (29091)	STXBP6	29091
STYK1 (55359)	STYK1	55359
STYX (6815)	STYX	6815
STYXL1 (51657)	STYXL1	51657
STYXL2 (92235)	STYXL2	92235
SUB1 (10923)	SUB1	10923
SUCLA2 (8803)	SUCLA2	8803
SUCLG1 (8802)	SUCLG1	8802
SUCLG2 (8801)	SUCLG2	8801
SUCNR1 (56670)	SUCNR1	56670
SUCO (51430)	SUCO	51430
SUDS3 (64426)	SUDS3	64426
SUFU (51684)	SUFU	51684
SUGCT (79783)	SUGCT	79783
SUGP1 (57794)	SUGP1	57794
SUGP2 (10147)	SUGP2	10147
SUGT1 (10910)	SUGT1	10910
SULF1 (23213)	SULF1	23213
SULF2 (55959)	SULF2	55959
SULT1A1 (6817)	SULT1A1	6817
SULT1A2 (6799)	SULT1A2	6799
SULT1B1 (27284)	SULT1B1	27284
SULT1C2 (6819)	SULT1C2	6819
SULT1C3 (442038)	SULT1C3	442038
SULT1C4 (27233)	SULT1C4	27233
SULT1E1 (6783)	SULT1E1	6783
SULT2A1 (6822)	SULT2A1	6822
SULT2B1 (6820)	SULT2B1	6820
SULT4A1 (25830)	SULT4A1	25830
SULT6B1 (391365)	SULT6B1	391365
SUMF1 (285362)	SUMF1	285362
SUMF2 (25870)	SUMF2	25870
SUMO1 (7341)	SUMO1	7341
SUMO2 (6613)	SUMO2	6613
SUMO3 (6612)	SUMO3	6612
SUN1 (23353)	SUN1	23353
SUN2 (25777)	SUN2	25777
SUN3 (256979)	SUN3	256979
SUN5 (140732)	SUN5	140732
SUOX (6821)	SUOX	6821
SUPT16H (11198)	SUPT16H	11198
SUPT20H (55578)	SUPT20H	55578
SUPT3H (8464)	SUPT3H	8464
SUPT4H1 (6827)	SUPT4H1	6827
SUPT5H (6829)	SUPT5H	6829
SUPT6H (6830)	SUPT6H	6830
SUPT7L (9913)	SUPT7L	9913
SUPV3L1 (6832)	SUPV3L1	6832
SURF1 (6834)	SURF1	6834
SURF2 (6835)	SURF2	6835
SURF4 (6836)	SURF4	6836
SURF6 (6838)	SURF6	6838
SUSD1 (64420)	SUSD1	64420
SUSD2 (56241)	SUSD2	56241
SUSD3 (203328)	SUSD3	203328
SUSD4 (55061)	SUSD4	55061
SUSD5 (26032)	SUSD5	26032
SUSD6 (9766)	SUSD6	9766
SUV39H1 (6839)	SUV39H1	6839
SUV39H2 (79723)	SUV39H2	79723
SUZ12 (23512)	SUZ12	23512
SV2A (9900)	SV2A	9900
SV2B (9899)	SV2B	9899
SV2C (22987)	SV2C	22987
SVBP (374969)	SVBP	374969
SVEP1 (79987)	SVEP1	79987
SVIL (6840)	SVIL	6840
SVIP (258010)	SVIP	258010
SVOPL (136306)	SVOPL	136306
SWAP70 (23075)	SWAP70	23075
SWSAP1 (126074)	SWSAP1	126074
SWT1 (54823)	SWT1	54823
SYAP1 (94056)	SYAP1	94056
SYBU (55638)	SYBU	55638
SYCE1 (93426)	SYCE1	93426
SYCE1L (100130958)	SYCE1L	100130958
SYCE2 (256126)	SYCE2	256126
SYCE3 (644186)	SYCE3	644186
SYCN (342898)	SYCN	342898
SYCP1 (6847)	SYCP1	6847
SYCP2 (10388)	SYCP2	10388
SYCP2L (221711)	SYCP2L	221711
SYCP3 (50511)	SYCP3	50511
SYDE1 (85360)	SYDE1	85360
SYDE2 (84144)	SYDE2	84144
SYF2 (25949)	SYF2	25949
SYK (6850)	SYK	6850
SYMPK (8189)	SYMPK	8189
SYN1 (6853)	SYN1	6853
SYN3 (8224)	SYN3	8224
SYNC (81493)	SYNC	81493
SYNCRIP (10492)	SYNCRIP	10492
SYNDIG1 (79953)	SYNDIG1	79953
SYNDIG1L (646658)	SYNDIG1L	646658
SYNE1 (23345)	SYNE1	23345
SYNE2 (23224)	SYNE2	23224
SYNE3 (161176)	SYNE3	161176
SYNE4 (163183)	SYNE4	163183
SYNGAP1 (8831)	SYNGAP1	8831
SYNGR1 (9145)	SYNGR1	9145
SYNGR2 (9144)	SYNGR2	9144
SYNGR3 (9143)	SYNGR3	9143
SYNGR4 (23546)	SYNGR4	23546
SYNJ1 (8867)	SYNJ1	8867
SYNJ2 (8871)	SYNJ2	8871
SYNJ2BP (55333)	SYNJ2BP	55333
SYNPO (11346)	SYNPO	11346
SYNPO2 (171024)	SYNPO2	171024
SYNPO2L (79933)	SYNPO2L	79933
SYNPR (132204)	SYNPR	132204
SYNRG (11276)	SYNRG	11276
SYP (6855)	SYP	6855
SYPL1 (6856)	SYPL1	6856
SYPL2 (284612)	SYPL2	284612
SYS1 (90196)	SYS1	90196
SYT1 (6857)	SYT1	6857
SYT10 (341359)	SYT10	341359
SYT11 (23208)	SYT11	23208
SYT12 (91683)	SYT12	91683
SYT13 (57586)	SYT13	57586
SYT14 (255928)	SYT14	255928
SYT15 (83849)	SYT15	83849
SYT16 (83851)	SYT16	83851
SYT17 (51760)	SYT17	51760
SYT2 (127833)	SYT2	127833
SYT3 (84258)	SYT3	84258
SYT4 (6860)	SYT4	6860
SYT5 (6861)	SYT5	6861
SYT6 (148281)	SYT6	148281
SYT7 (9066)	SYT7	9066
SYT8 (90019)	SYT8	90019
SYT9 (143425)	SYT9	143425
SYTL1 (84958)	SYTL1	84958
SYTL2 (54843)	SYTL2	54843
SYTL3 (94120)	SYTL3	94120
SYTL4 (94121)	SYTL4	94121
SYTL5 (94122)	SYTL5	94122
SYVN1 (84447)	SYVN1	84447
SZRD1 (26099)	SZRD1	26099
SZT2 (23334)	SZT2	23334
TAAR1 (134864)	TAAR1	134864
TAAR2 (9287)	TAAR2	9287
TAAR5 (9038)	TAAR5	9038
TAAR6 (319100)	TAAR6	319100
TAAR8 (83551)	TAAR8	83551
TAB1 (10454)	TAB1	10454
TAB2 (23118)	TAB2	23118
TAB3 (257397)	TAB3	257397
TAC1 (6863)	TAC1	6863
TAC3 (6866)	TAC3	6866
TAC4 (255061)	TAC4	255061
TACC1 (6867)	TACC1	6867
TACC2 (10579)	TACC2	10579
TACC3 (10460)	TACC3	10460
TACO1 (51204)	TACO1	51204
TACR1 (6869)	TACR1	6869
TACR2 (6865)	TACR2	6865
TACR3 (6870)	TACR3	6870
TACSTD2 (4070)	TACSTD2	4070
TADA1 (117143)	TADA1	117143
TADA2A (6871)	TADA2A	6871
TADA2B (93624)	TADA2B	93624
TADA3 (10474)	TADA3	10474
TAF1 (6872)	TAF1	6872
TAF10 (6881)	TAF10	6881
TAF11 (6882)	TAF11	6882
TAF12 (6883)	TAF12	6883
TAF13 (6884)	TAF13	6884
TAF15 (8148)	TAF15	8148
TAF1A (9015)	TAF1A	9015
TAF1B (9014)	TAF1B	9014
TAF1C (9013)	TAF1C	9013
TAF1D (79101)	TAF1D	79101
TAF1L (138474)	TAF1L	138474
TAF2 (6873)	TAF2	6873
TAF3 (83860)	TAF3	83860
TAF4 (6874)	TAF4	6874
TAF4B (6875)	TAF4B	6875
TAF5 (6877)	TAF5	6877
TAF5L (27097)	TAF5L	27097
TAF6 (6878)	TAF6	6878
TAF6L (10629)	TAF6L	10629
TAF7 (6879)	TAF7	6879
TAF7L (54457)	TAF7L	54457
TAF8 (129685)	TAF8	129685
TAF9 (6880)	TAF9	6880
TAF9B (51616)	TAF9B	51616
TAFA1 (407738)	TAFA1	407738
TAFA2 (338811)	TAFA2	338811
TAFA3 (284467)	TAFA3	284467
TAFA4 (151647)	TAFA4	151647
TAFA5 (25817)	TAFA5	25817
TAFAZZIN (6901)	TAFAZZIN	6901
TAGAP (117289)	TAGAP	117289
TAGLN (6876)	TAGLN	6876
TAGLN2 (8407)	TAGLN2	8407
TAGLN3 (29114)	TAGLN3	29114
TAL1 (6886)	TAL1	6886
TAL2 (6887)	TAL2	6887
TALDO1 (6888)	TALDO1	6888
TAMALIN (160622)	TAMALIN	160622
TAMM41 (132001)	TAMM41	132001
TANC1 (85461)	TANC1	85461
TANC2 (26115)	TANC2	26115
TANGO2 (128989)	TANGO2	128989
TANGO6 (79613)	TANGO6	79613
TANK (10010)	TANK	10010
TAOK1 (57551)	TAOK1	57551
TAOK2 (9344)	TAOK2	9344
TAOK3 (51347)	TAOK3	51347
TAP1 (6890)	TAP1	6890
TAP2 (6891)	TAP2	6891
TAPBP (6892)	TAPBP	6892
TAPBPL (55080)	TAPBPL	55080
TAPT1 (202018)	TAPT1	202018
TARBP1 (6894)	TARBP1	6894
TARBP2 (6895)	TARBP2	6895
TARDBP (23435)	TARDBP	23435
TARM1 (441864)	TARM1	441864
TARS1 (6897)	TARS1	6897
TARS2 (80222)	TARS2	80222
TARS3 (123283)	TARS3	123283
TAS1R1 (80835)	TAS1R1	80835
TAS1R2 (80834)	TAS1R2	80834
TAS1R3 (83756)	TAS1R3	83756
TAS2R1 (50834)	TAS2R1	50834
TAS2R10 (50839)	TAS2R10	50839
TAS2R13 (50838)	TAS2R13	50838
TAS2R14 (50840)	TAS2R14	50840
TAS2R16 (50833)	TAS2R16	50833
TAS2R19 (259294)	TAS2R19	259294
TAS2R20 (259295)	TAS2R20	259295
TAS2R3 (50831)	TAS2R3	50831
TAS2R30 (259293)	TAS2R30	259293
TAS2R31 (259290)	TAS2R31	259290
TAS2R38 (5726)	TAS2R38	5726
TAS2R39 (259285)	TAS2R39	259285
TAS2R4 (50832)	TAS2R4	50832
TAS2R40 (259286)	TAS2R40	259286
TAS2R41 (259287)	TAS2R41	259287
TAS2R42 (353164)	TAS2R42	353164
TAS2R43 (259289)	TAS2R43	259289
TAS2R46 (259292)	TAS2R46	259292
TAS2R5 (54429)	TAS2R5	54429
TAS2R50 (259296)	TAS2R50	259296
TAS2R60 (338398)	TAS2R60	338398
TAS2R7 (50837)	TAS2R7	50837
TAS2R8 (50836)	TAS2R8	50836
TAS2R9 (50835)	TAS2R9	50835
TASL (80231)	TASL	80231
TASOR (23272)	TASOR	23272
TASOR2 (54906)	TASOR2	54906
TASP1 (55617)	TASP1	55617
TAT (6898)	TAT	6898
TATDN1 (83940)	TATDN1	83940
TATDN2 (9797)	TATDN2	9797
TATDN3 (128387)	TATDN3	128387
TAX1BP1 (8887)	TAX1BP1	8887
TAX1BP3 (30851)	TAX1BP3	30851
TBATA (219793)	TBATA	219793
TBC1D1 (23216)	TBC1D1	23216
TBC1D10A (83874)	TBC1D10A	83874
TBC1D10B (26000)	TBC1D10B	26000
TBC1D10C (374403)	TBC1D10C	374403
TBC1D12 (23232)	TBC1D12	23232
TBC1D13 (54662)	TBC1D13	54662
TBC1D14 (57533)	TBC1D14	57533
TBC1D15 (64786)	TBC1D15	64786
TBC1D16 (125058)	TBC1D16	125058
TBC1D17 (79735)	TBC1D17	79735
TBC1D19 (55296)	TBC1D19	55296
TBC1D2 (55357)	TBC1D2	55357
TBC1D20 (128637)	TBC1D20	128637
TBC1D21 (161514)	TBC1D21	161514
TBC1D22A (25771)	TBC1D22A	25771
TBC1D22B (55633)	TBC1D22B	55633
TBC1D23 (55773)	TBC1D23	55773
TBC1D24 (57465)	TBC1D24	57465
TBC1D25 (4943)	TBC1D25	4943
TBC1D26 (353149)	TBC1D26	353149
TBC1D28 (254272)	TBC1D28	254272
TBC1D2B (23102)	TBC1D2B	23102
TBC1D30 (23329)	TBC1D30	23329
TBC1D31 (93594)	TBC1D31	93594
TBC1D32 (221322)	TBC1D32	221322
TBC1D4 (9882)	TBC1D4	9882
TBC1D5 (9779)	TBC1D5	9779
TBC1D7 (51256)	TBC1D7	51256
TBC1D8 (11138)	TBC1D8	11138
TBC1D8B (54885)	TBC1D8B	54885
TBC1D9 (23158)	TBC1D9	23158
TBC1D9B (23061)	TBC1D9B	23061
TBCA (6902)	TBCA	6902
TBCB (1155)	TBCB	1155
TBCC (6903)	TBCC	6903
TBCCD1 (55171)	TBCCD1	55171
TBCD (6904)	TBCD	6904
TBCE (6905)	TBCE	6905
TBCEL (219899)	TBCEL	219899
TBCK (93627)	TBCK	93627
TBK1 (29110)	TBK1	29110
TBKBP1 (9755)	TBKBP1	9755
TBL1X (6907)	TBL1X	6907
TBL1XR1 (79718)	TBL1XR1	79718
TBL2 (26608)	TBL2	26608
TBL3 (10607)	TBL3	10607
TBP (6908)	TBP	6908
TBPL1 (9519)	TBPL1	9519
TBPL2 (387332)	TBPL2	387332
TBR1 (10716)	TBR1	10716
TBRG1 (84897)	TBRG1	84897
TBRG4 (9238)	TBRG4	9238
TBX1 (6899)	TBX1	6899
TBX10 (347853)	TBX10	347853
TBX15 (6913)	TBX15	6913
TBX18 (9096)	TBX18	9096
TBX19 (9095)	TBX19	9095
TBX2 (6909)	TBX2	6909
TBX20 (57057)	TBX20	57057
TBX21 (30009)	TBX21	30009
TBX22 (50945)	TBX22	50945
TBX3 (6926)	TBX3	6926
TBX4 (9496)	TBX4	9496
TBX5 (6910)	TBX5	6910
TBX6 (6911)	TBX6	6911
TBXA2R (6915)	TBXA2R	6915
TBXAS1 (6916)	TBXAS1	6916
TBXT (6862)	TBXT	6862
TC2N (123036)	TC2N	123036
TCAF1 (9747)	TCAF1	9747
TCAF2 (285966)	TCAF2	285966
TCAIM (285343)	TCAIM	285343
TCAP (8557)	TCAP	8557
TCEA1 (6917)	TCEA1	6917
TCEA2 (6919)	TCEA2	6919
TCEA3 (6920)	TCEA3	6920
TCEAL1 (9338)	TCEAL1	9338
TCEAL2 (140597)	TCEAL2	140597
TCEAL4 (79921)	TCEAL4	79921
TCEAL5 (340543)	TCEAL5	340543
TCEAL6 (158931)	TCEAL6	158931
TCEAL7 (56849)	TCEAL7	56849
TCEAL8 (90843)	TCEAL8	90843
TCEAL9 (51186)	TCEAL9	51186
TCEANC (170082)	TCEANC	170082
TCEANC2 (127428)	TCEANC2	127428
TCERG1 (10915)	TCERG1	10915
TCERG1L (256536)	TCERG1L	256536
TCF12 (6938)	TCF12	6938
TCF15 (6939)	TCF15	6939
TCF19 (6941)	TCF19	6941
TCF20 (6942)	TCF20	6942
TCF21 (6943)	TCF21	6943
TCF23 (150921)	TCF23	150921
TCF24 (100129654)	TCF24	100129654
TCF25 (22980)	TCF25	22980
TCF3 (6929)	TCF3	6929
TCF4 (6925)	TCF4	6925
TCF7 (6932)	TCF7	6932
TCF7L1 (83439)	TCF7L1	83439
TCF7L2 (6934)	TCF7L2	6934
TCFL5 (10732)	TCFL5	10732
TCHH (7062)	TCHH	7062
TCHHL1 (126637)	TCHHL1	126637
TCHP (84260)	TCHP	84260
TCIM (56892)	TCIM	56892
TCIRG1 (10312)	TCIRG1	10312
TCL1A (8115)	TCL1A	8115
TCL1B (9623)	TCL1B	9623
TCN1 (6947)	TCN1	6947
TCN2 (6948)	TCN2	6948
TCOF1 (6949)	TCOF1	6949
TCP1 (6950)	TCP1	6950
TCP10L (140290)	TCP10L	140290
TCP10L2 (401285)	TCP10L2	401285
TCP11 (6954)	TCP11	6954
TCP11L1 (55346)	TCP11L1	55346
TCP11L2 (255394)	TCP11L2	255394
TCP11X2 (100996648)	TCP11X2	100996648
TCTA (6988)	TCTA	6988
TCTE1 (202500)	TCTE1	202500
TCTN1 (79600)	TCTN1	79600
TCTN2 (79867)	TCTN2	79867
TCTN3 (26123)	TCTN3	26123
TDG (6996)	TDG	6996
TDGF1 (6997)	TDGF1	6997
TDO2 (6999)	TDO2	6999
TDP1 (55775)	TDP1	55775
TDP2 (51567)	TDP2	51567
TDRD1 (56165)	TDRD1	56165
TDRD10 (126668)	TDRD10	126668
TDRD12 (91646)	TDRD12	91646
TDRD3 (81550)	TDRD3	81550
TDRD5 (163589)	TDRD5	163589
TDRD6 (221400)	TDRD6	221400
TDRD7 (23424)	TDRD7	23424
TDRD9 (122402)	TDRD9	122402
TDRKH (11022)	TDRKH	11022
TDRP (157695)	TDRP	157695
TEAD1 (7003)	TEAD1	7003
TEAD2 (8463)	TEAD2	8463
TEAD3 (7005)	TEAD3	7005
TEAD4 (7004)	TEAD4	7004
TEC (7006)	TEC	7006
TECPR1 (25851)	TECPR1	25851
TECPR2 (9895)	TECPR2	9895
TECR (9524)	TECR	9524
TECRL (253017)	TECRL	253017
TECTA (7007)	TECTA	7007
TECTB (6975)	TECTB	6975
TEDC1 (283643)	TEDC1	283643
TEDC2 (80178)	TEDC2	80178
TEDDM1 (127670)	TEDDM1	127670
TEF (7008)	TEF	7008
TEFM (79736)	TEFM	79736
TEK (7010)	TEK	7010
TEKT1 (83659)	TEKT1	83659
TEKT2 (27285)	TEKT2	27285
TEKT3 (64518)	TEKT3	64518
TEKT4 (150483)	TEKT4	150483
TEKT5 (146279)	TEKT5	146279
TELO2 (9894)	TELO2	9894
TEN1 (100134934)	TEN1	100134934
TENM1 (10178)	TENM1	10178
TENM3 (55714)	TENM3	55714
TENM4 (26011)	TENM4	26011
TENT2 (167153)	TENT2	167153
TENT4A (11044)	TENT4A	11044
TENT4B (64282)	TENT4B	64282
TENT5A (55603)	TENT5A	55603
TENT5B (115572)	TENT5B	115572
TENT5C (54855)	TENT5C	54855
TENT5D (169966)	TENT5D	169966
TEP1 (7011)	TEP1	7011
TEPP (374739)	TEPP	374739
TEPSIN (146705)	TEPSIN	146705
TERB2 (145645)	TERB2	145645
TERF1 (7013)	TERF1	7013
TERF2IP (54386)	TERF2IP	54386
TERT (7015)	TERT	7015
TES (26136)	TES	26136
TESC (54997)	TESC	54997
TESK1 (7016)	TESK1	7016
TESK2 (10420)	TESK2	10420
TESMIN (9633)	TESMIN	9633
TESPA1 (9840)	TESPA1	9840
TET1 (80312)	TET1	80312
TET2 (54790)	TET2	54790
TET3 (200424)	TET3	200424
TEX10 (54881)	TEX10	54881
TEX101 (83639)	TEX101	83639
TEX11 (56159)	TEX11	56159
TEX12 (56158)	TEX12	56158
TEX13B (56156)	TEX13B	56156
TEX14 (56155)	TEX14	56155
TEX15 (56154)	TEX15	56154
TEX19 (400629)	TEX19	400629
TEX2 (55852)	TEX2	55852
TEX22 (647310)	TEX22	647310
TEX26 (122046)	TEX26	122046
TEX261 (113419)	TEX261	113419
TEX264 (51368)	TEX264	51368
TEX28 (1527)	TEX28	1527
TEX29 (121793)	TEX29	121793
TEX30 (93081)	TEX30	93081
TEX33 (339669)	TEX33	339669
TEX35 (84066)	TEX35	84066
TEX36 (387718)	TEX36	387718
TEX37 (200523)	TEX37	200523
TEX38 (374973)	TEX38	374973
TEX43 (389320)	TEX43	389320
TEX44 (165100)	TEX44	165100
TEX45 (374877)	TEX45	374877
TEX46 (729059)	TEX46	729059
TEX47 (219557)	TEX47	219557
TEX55 (152405)	TEX55	152405
TEX9 (374618)	TEX9	374618
TF (7018)	TF	7018
TFAM (7019)	TFAM	7019
TFAP2A (7020)	TFAP2A	7020
TFAP2B (7021)	TFAP2B	7021
TFAP2C (7022)	TFAP2C	7022
TFAP2D (83741)	TFAP2D	83741
TFAP2E (339488)	TFAP2E	339488
TFAP4 (7023)	TFAP4	7023
TFB1M (51106)	TFB1M	51106
TFB2M (64216)	TFB2M	64216
TFCP2 (7024)	TFCP2	7024
TFCP2L1 (29842)	TFCP2L1	29842
TFDP1 (7027)	TFDP1	7027
TFDP2 (7029)	TFDP2	7029
TFDP3 (51270)	TFDP3	51270
TFE3 (7030)	TFE3	7030
TFEB (7942)	TFEB	7942
TFEC (22797)	TFEC	22797
TFF1 (7031)	TFF1	7031
TFF2 (7032)	TFF2	7032
TFF3 (7033)	TFF3	7033
TFG (10342)	TFG	10342
TFIP11 (24144)	TFIP11	24144
TFPI (7035)	TFPI	7035
TFPI2 (7980)	TFPI2	7980
TFPT (29844)	TFPT	29844
TFR2 (7036)	TFR2	7036
TFRC (7037)	TFRC	7037
TG (7038)	TG	7038
TGDS (23483)	TGDS	23483
TGFA (7039)	TGFA	7039
TGFB1 (7040)	TGFB1	7040
TGFB1I1 (7041)	TGFB1I1	7041
TGFB2 (7042)	TGFB2	7042
TGFB3 (7043)	TGFB3	7043
TGFBI (7045)	TGFBI	7045
TGFBR1 (7046)	TGFBR1	7046
TGFBR2 (7048)	TGFBR2	7048
TGFBR3 (7049)	TGFBR3	7049
TGFBR3L (100507588)	TGFBR3L	100507588
TGFBRAP1 (9392)	TGFBRAP1	9392
TGIF1 (7050)	TGIF1	7050
TGIF2 (60436)	TGIF2	60436
TGM1 (7051)	TGM1	7051
TGM2 (7052)	TGM2	7052
TGM3 (7053)	TGM3	7053
TGM4 (7047)	TGM4	7047
TGM5 (9333)	TGM5	9333
TGM6 (343641)	TGM6	343641
TGM7 (116179)	TGM7	116179
TGOLN2 (10618)	TGOLN2	10618
TGS1 (96764)	TGS1	96764
TH (7054)	TH	7054
THADA (63892)	THADA	63892
THAP1 (55145)	THAP1	55145
THAP10 (56906)	THAP10	56906
THAP11 (57215)	THAP11	57215
THAP12 (5612)	THAP12	5612
THAP2 (83591)	THAP2	83591
THAP3 (90326)	THAP3	90326
THAP4 (51078)	THAP4	51078
THAP5 (168451)	THAP5	168451
THAP6 (152815)	THAP6	152815
THAP7 (80764)	THAP7	80764
THAP8 (199745)	THAP8	199745
THAP9 (79725)	THAP9	79725
THBD (7056)	THBD	7056
THBS1 (7057)	THBS1	7057
THBS2 (7058)	THBS2	7058
THBS3 (7059)	THBS3	7059
THBS4 (7060)	THBS4	7060
THEG (51298)	THEG	51298
THEGL (100506564)	THEGL	100506564
THEM4 (117145)	THEM4	117145
THEM5 (284486)	THEM5	284486
THEM6 (51337)	THEM6	51337
THEMIS (387357)	THEMIS	387357
THEMIS2 (9473)	THEMIS2	9473
THG1L (54974)	THG1L	54974
THNSL1 (79896)	THNSL1	79896
THNSL2 (55258)	THNSL2	55258
THOC1 (9984)	THOC1	9984
THOC2 (57187)	THOC2	57187
THOC3 (84321)	THOC3	84321
THOC5 (8563)	THOC5	8563
THOC6 (79228)	THOC6	79228
THOC7 (80145)	THOC7	80145
THOP1 (7064)	THOP1	7064
THPO (7066)	THPO	7066
THRA (7067)	THRA	7067
THRAP3 (9967)	THRAP3	9967
THRB (7068)	THRB	7068
THRSP (7069)	THRSP	7069
THSD1 (55901)	THSD1	55901
THSD4 (79875)	THSD4	79875
THSD7A (221981)	THSD7A	221981
THTPA (79178)	THTPA	79178
THUMPD1 (55623)	THUMPD1	55623
THUMPD2 (80745)	THUMPD2	80745
THUMPD3 (25917)	THUMPD3	25917
THY1 (7070)	THY1	7070
THYN1 (29087)	THYN1	29087
TIA1 (7072)	TIA1	7072
TIAF1 (9220)	TIAF1	9220
TIAL1 (7073)	TIAL1	7073
TIAM1 (7074)	TIAM1	7074
TIAM2 (26230)	TIAM2	26230
TICAM1 (148022)	TICAM1	148022
TICAM2 (353376)	TICAM2	353376
TICRR (90381)	TICRR	90381
TIE1 (7075)	TIE1	7075
TIFA (92610)	TIFA	92610
TIFAB (497189)	TIFAB	497189
TIGAR (57103)	TIGAR	57103
TIGD1 (200765)	TIGD1	200765
TIGD2 (166815)	TIGD2	166815
TIGD3 (220359)	TIGD3	220359
TIGD4 (201798)	TIGD4	201798
TIGD5 (84948)	TIGD5	84948
TIGD6 (81789)	TIGD6	81789
TIGD7 (91151)	TIGD7	91151
TIGIT (201633)	TIGIT	201633
TIMD4 (91937)	TIMD4	91937
TIMELESS (8914)	TIMELESS	8914
TIMM10 (26519)	TIMM10	26519
