depmap_column_name	gene_symbol	ncbi_entrez_id
KIF15 (56992)	KIF15	56992
KIF16B (55614)	KIF16B	55614
KIF17 (57576)	KIF17	57576
KIF18A (81930)	KIF18A	81930
KIF18B (146909)	KIF18B	146909
KIF19 (124602)	KIF19	124602
KIF1A (547)	KIF1A	547
KIF1B (23095)	KIF1B	23095
KIF1C (10749)	KIF1C	10749
KIF20A (10112)	KIF20A	10112
KIF20B (9585)	KIF20B	9585
KIF21A (55605)	KIF21A	55605
KIF21B (23046)	KIF21B	23046
KIF22 (3835)	KIF22	3835
KIF23 (9493)	KIF23	9493
KIF24 (347240)	KIF24	347240
KIF25 (3834)	KIF25	3834
KIF26A (26153)	KIF26A	26153
KIF26B (55083)	KIF26B	55083
KIF27 (55582)	KIF27	55582
KIF2A (3796)	KIF2A	3796
KIF2B (84643)	KIF2B	84643
KIF2C (11004)	KIF2C	11004
KIF3A (11127)	KIF3A	11127
KIF3B (9371)	KIF3B	9371
KIF3C (3797)	KIF3C	3797
KIF4A (24137)	KIF4A	24137
KIF4B (285643)	KIF4B	285643
KIF5A (3798)	KIF5A	3798
KIF5B (3799)	KIF5B	3799
KIF6 (221458)	KIF6	221458
KIF7 (374654)	KIF7	374654
KIF9 (64147)	KIF9	64147
KIFAP3 (22920)	KIFAP3	22920
KIFBP (26128)	KIFBP	26128
KIFC1 (3833)	KIFC1	3833
KIFC2 (90990)	KIFC2	90990
KIFC3 (3801)	KIFC3	3801
KIN (22944)	KIN	22944
KIR2DL1 (3802)	KIR2DL1	3802
KIR2DL3 (3804)	KIR2DL3	3804
KIR2DL4 (3805)	KIR2DL4	3805
KIR3DL1 (3811)	KIR3DL1	3811
KIR3DL2 (3812)	KIR3DL2	3812
KIR3DL3 (115653)	KIR3DL3	115653
KIRREL1 (55243)	KIRREL1	55243
KIRREL2 (84063)	KIRREL2	84063
KIRREL3 (84623)	KIRREL3	84623
KISS1 (3814)	KISS1	3814
KISS1R (84634)	KISS1R	84634
KIT (3815)	KIT	3815
KITLG (4254)	KITLG	4254
KL (9365)	KL	9365
KLB (152831)	KLB	152831
KLC1 (3831)	KLC1	3831
KLC2 (64837)	KLC2	64837
KLC3 (147700)	KLC3	147700
KLC4 (89953)	KLC4	89953
KLF1 (10661)	KLF1	10661
KLF10 (7071)	KLF10	7071
KLF11 (8462)	KLF11	8462
KLF12 (11278)	KLF12	11278
KLF13 (51621)	KLF13	51621
KLF14 (136259)	KLF14	136259
KLF15 (28999)	KLF15	28999
KLF16 (83855)	KLF16	83855
KLF17 (128209)	KLF17	128209
KLF2 (10365)	KLF2	10365
KLF3 (51274)	KLF3	51274
KLF4 (9314)	KLF4	9314
KLF5 (688)	KLF5	688
KLF6 (1316)	KLF6	1316
KLF7 (8609)	KLF7	8609
KLF8 (11279)	KLF8	11279
KLF9 (687)	KLF9	687
KLHDC1 (122773)	KLHDC1	122773
KLHDC10 (23008)	KLHDC10	23008
KLHDC2 (23588)	KLHDC2	23588
KLHDC3 (116138)	KLHDC3	116138
KLHDC4 (54758)	KLHDC4	54758
KLHDC7A (127707)	KLHDC7A	127707
KLHDC8A (55220)	KLHDC8A	55220
KLHDC8B (200942)	KLHDC8B	200942
KLHDC9 (126823)	KLHDC9	126823
KLHL1 (57626)	KLHL1	57626
KLHL10 (317719)	KLHL10	317719
KLHL11 (55175)	KLHL11	55175
KLHL12 (59349)	KLHL12	59349
KLHL13 (90293)	KLHL13	90293
KLHL14 (57565)	KLHL14	57565
KLHL15 (80311)	KLHL15	80311
KLHL17 (339451)	KLHL17	339451
KLHL18 (23276)	KLHL18	23276
KLHL2 (11275)	KLHL2	11275
KLHL20 (27252)	KLHL20	27252
KLHL21 (9903)	KLHL21	9903
KLHL22 (84861)	KLHL22	84861
KLHL23 (151230)	KLHL23	151230
KLHL24 (54800)	KLHL24	54800
KLHL25 (64410)	KLHL25	64410
KLHL26 (55295)	KLHL26	55295
KLHL28 (54813)	KLHL28	54813
KLHL29 (114818)	KLHL29	114818
KLHL3 (26249)	KLHL3	26249
KLHL30 (377007)	KLHL30	377007
KLHL31 (401265)	KLHL31	401265
KLHL32 (114792)	KLHL32	114792
KLHL33 (123103)	KLHL33	123103
KLHL34 (257240)	KLHL34	257240
KLHL35 (283212)	KLHL35	283212
KLHL36 (79786)	KLHL36	79786
KLHL38 (340359)	KLHL38	340359
KLHL4 (56062)	KLHL4	56062
KLHL40 (131377)	KLHL40	131377
KLHL41 (10324)	KLHL41	10324
KLHL42 (57542)	KLHL42	57542
KLHL5 (51088)	KLHL5	51088
KLHL6 (89857)	KLHL6	89857
KLHL7 (55975)	KLHL7	55975
KLHL8 (57563)	KLHL8	57563
KLHL9 (55958)	KLHL9	55958
KLK1 (3816)	KLK1	3816
KLK10 (5655)	KLK10	5655
KLK11 (11012)	KLK11	11012
KLK12 (43849)	KLK12	43849
KLK13 (26085)	KLK13	26085
KLK14 (43847)	KLK14	43847
KLK15 (55554)	KLK15	55554
KLK2 (3817)	KLK2	3817
KLK3 (354)	KLK3	354
KLK4 (9622)	KLK4	9622
KLK5 (25818)	KLK5	25818
KLK6 (5653)	KLK6	5653
KLK7 (5650)	KLK7	5650
KLK8 (11202)	KLK8	11202
KLK9 (284366)	KLK9	284366
KLKB1 (3818)	KLKB1	3818
KLLN (100144748)	KLLN	100144748
KLRB1 (3820)	KLRB1	3820
KLRC1 (3821)	KLRC1	3821
KLRC2 (3822)	KLRC2	3822
KLRC3 (3823)	KLRC3	3823
KLRC4 (8302)	KLRC4	8302
KLRD1 (3824)	KLRD1	3824
KLRF1 (51348)	KLRF1	51348
KLRF2 (100431172)	KLRF2	100431172
KLRG1 (10219)	KLRG1	10219
KLRG2 (346689)	KLRG2	346689
KLRK1 (22914)	KLRK1	22914
KMO (8564)	KMO	8564
KMT2A (4297)	KMT2A	4297
KMT2B (9757)	KMT2B	9757
KMT2C (58508)	KMT2C	58508
KMT2D (8085)	KMT2D	8085
KMT2E (55904)	KMT2E	55904
KMT5A (387893)	KMT5A	387893
KMT5B (51111)	KMT5B	51111
KMT5C (84787)	KMT5C	84787
KNCN (148930)	KNCN	148930
KNDC1 (85442)	KNDC1	85442
KNG1 (3827)	KNG1	3827
KNL1 (57082)	KNL1	57082
KNOP1 (400506)	KNOP1	400506
KNSTRN (90417)	KNSTRN	90417
KNTC1 (9735)	KNTC1	9735
KPNA1 (3836)	KPNA1	3836
KPNA2 (3838)	KPNA2	3838
KPNA3 (3839)	KPNA3	3839
KPNA4 (3840)	KPNA4	3840
KPNA5 (3841)	KPNA5	3841
KPNA6 (23633)	KPNA6	23633
KPNA7 (402569)	KPNA7	402569
KPNB1 (3837)	KPNB1	3837
KPRP (448834)	KPRP	448834
KPTN (11133)	KPTN	11133
KRAS (3845)	KRAS	3845
KRBA2 (124751)	KRBA2	124751
KRBOX1 (100506243)	KRBOX1	100506243
KRBOX5 (124411)	KRBOX5	124411
KRCC1 (51315)	KRCC1	51315
KREMEN1 (83999)	KREMEN1	83999
KREMEN2 (79412)	KREMEN2	79412
KRIT1 (889)	KRIT1	889
KRR1 (11103)	KRR1	11103
KRT1 (3848)	KRT1	3848
KRT10 (3858)	KRT10	3858
KRT10-AS1 (147184)	KRT10-AS1	147184
KRT12 (3859)	KRT12	3859
KRT13 (3860)	KRT13	3860
KRT14 (3861)	KRT14	3861
KRT15 (3866)	KRT15	3866
KRT16 (3868)	KRT16	3868
KRT18 (3875)	KRT18	3875
KRT19 (3880)	KRT19	3880
KRT2 (3849)	KRT2	3849
KRT20 (54474)	KRT20	54474
KRT222 (125113)	KRT222	125113
KRT23 (25984)	KRT23	25984
KRT24 (192666)	KRT24	192666
KRT25 (147183)	KRT25	147183
KRT26 (353288)	KRT26	353288
KRT27 (342574)	KRT27	342574
KRT28 (162605)	KRT28	162605
KRT3 (3850)	KRT3	3850
KRT31 (3881)	KRT31	3881
KRT32 (3882)	KRT32	3882
KRT33A (3883)	KRT33A	3883
KRT34 (3885)	KRT34	3885
KRT35 (3886)	KRT35	3886
KRT36 (8689)	KRT36	8689
KRT37 (8688)	KRT37	8688
KRT38 (8687)	KRT38	8687
KRT39 (390792)	KRT39	390792
KRT4 (3851)	KRT4	3851
KRT40 (125115)	KRT40	125115
KRT5 (3852)	KRT5	3852
KRT6A (3853)	KRT6A	3853
KRT6B (3854)	KRT6B	3854
KRT7 (3855)	KRT7	3855
KRT71 (112802)	KRT71	112802
KRT72 (140807)	KRT72	140807
KRT73 (319101)	KRT73	319101
KRT74 (121391)	KRT74	121391
KRT75 (9119)	KRT75	9119
KRT76 (51350)	KRT76	51350
KRT77 (374454)	KRT77	374454
KRT78 (196374)	KRT78	196374
KRT79 (338785)	KRT79	338785
KRT8 (3856)	KRT8	3856
KRT80 (144501)	KRT80	144501
KRT82 (3888)	KRT82	3888
KRT83 (3889)	KRT83	3889
KRT84 (3890)	KRT84	3890
KRT85 (3891)	KRT85	3891
KRT9 (3857)	KRT9	3857
KRTAP1-1 (81851)	KRTAP1-1	81851
KRTAP1-4 (728255)	KRTAP1-4	728255
KRTAP1-5 (83895)	KRTAP1-5	83895
KRTAP10-10 (353333)	KRTAP10-10	353333
KRTAP10-11 (386678)	KRTAP10-11	386678
KRTAP10-3 (386682)	KRTAP10-3	386682
KRTAP10-5 (386680)	KRTAP10-5	386680
KRTAP10-8 (386681)	KRTAP10-8	386681
KRTAP10-9 (386676)	KRTAP10-9	386676
KRTAP11-1 (337880)	KRTAP11-1	337880
KRTAP12-1 (353332)	KRTAP12-1	353332
KRTAP12-2 (353323)	KRTAP12-2	353323
KRTAP12-3 (386683)	KRTAP12-3	386683
KRTAP12-4 (386684)	KRTAP12-4	386684
KRTAP13-1 (140258)	KRTAP13-1	140258
KRTAP13-2 (337959)	KRTAP13-2	337959
KRTAP13-3 (337960)	KRTAP13-3	337960
KRTAP13-4 (284827)	KRTAP13-4	284827
KRTAP15-1 (254950)	KRTAP15-1	254950
KRTAP16-1 (100505753)	KRTAP16-1	100505753
KRTAP17-1 (83902)	KRTAP17-1	83902
KRTAP19-1 (337882)	KRTAP19-1	337882
KRTAP19-2 (337969)	KRTAP19-2	337969
KRTAP19-4 (337971)	KRTAP19-4	337971
KRTAP19-5 (337972)	KRTAP19-5	337972
KRTAP19-6 (337973)	KRTAP19-6	337973
KRTAP19-7 (337974)	KRTAP19-7	337974
KRTAP19-8 (728299)	KRTAP19-8	728299
KRTAP20-1 (337975)	KRTAP20-1	337975
KRTAP20-2 (337976)	KRTAP20-2	337976
KRTAP21-1 (337977)	KRTAP21-1	337977
KRTAP21-2 (337978)	KRTAP21-2	337978
KRTAP21-3 (100288323)	KRTAP21-3	100288323
KRTAP22-1 (337979)	KRTAP22-1	337979
KRTAP23-1 (337963)	KRTAP23-1	337963
KRTAP24-1 (643803)	KRTAP24-1	643803
KRTAP25-1 (100131902)	KRTAP25-1	100131902
KRTAP26-1 (388818)	KRTAP26-1	388818
KRTAP27-1 (643812)	KRTAP27-1	643812
KRTAP29-1 (100533177)	KRTAP29-1	100533177
KRTAP3-1 (83896)	KRTAP3-1	83896
KRTAP3-2 (83897)	KRTAP3-2	83897
KRTAP3-3 (85293)	KRTAP3-3	85293
KRTAP4-11 (653240)	KRTAP4-11	653240
KRTAP4-2 (85291)	KRTAP4-2	85291
KRTAP4-5 (85289)	KRTAP4-5	85289
KRTAP4-9 (100132386)	KRTAP4-9	100132386
KRTAP5-1 (387264)	KRTAP5-1	387264
KRTAP5-11 (440051)	KRTAP5-11	440051
KRTAP5-2 (440021)	KRTAP5-2	440021
KRTAP5-3 (387266)	KRTAP5-3	387266
KRTAP5-5 (439915)	KRTAP5-5	439915
KRTAP5-6 (440023)	KRTAP5-6	440023
KRTAP5-8 (57830)	KRTAP5-8	57830
KRTAP5-9 (3846)	KRTAP5-9	3846
KRTAP6-1 (337966)	KRTAP6-1	337966
KRTAP6-2 (337967)	KRTAP6-2	337967
KRTAP8-1 (337879)	KRTAP8-1	337879
KRTAP9-1 (728318)	KRTAP9-1	728318
KRTAP9-6 (100507608)	KRTAP9-6	100507608
KRTAP9-9 (81870)	KRTAP9-9	81870
KRTCAP2 (200185)	KRTCAP2	200185
KRTCAP3 (200634)	KRTCAP3	200634
KRTDAP (388533)	KRTDAP	388533
KSR1 (8844)	KSR1	8844
KSR2 (283455)	KSR2	283455
KTI12 (112970)	KTI12	112970
KTN1 (3895)	KTN1	3895
KXD1 (79036)	KXD1	79036
KY (339855)	KY	339855
KYAT1 (883)	KYAT1	883
KYAT3 (56267)	KYAT3	56267
KYNU (8942)	KYNU	8942
L1CAM (3897)	L1CAM	3897
L1TD1 (54596)	L1TD1	54596
L2HGDH (79944)	L2HGDH	79944
L3HYPDH (112849)	L3HYPDH	112849
L3MBTL1 (26013)	L3MBTL1	26013
L3MBTL2 (83746)	L3MBTL2	83746
L3MBTL3 (84456)	L3MBTL3	84456
L3MBTL4 (91133)	L3MBTL4	91133
LACC1 (144811)	LACC1	144811
LACRT (90070)	LACRT	90070
LACTB (114294)	LACTB	114294
LACTB2 (51110)	LACTB2	51110
LAD1 (3898)	LAD1	3898
LAG3 (3902)	LAG3	3902
LAGE3 (8270)	LAGE3	8270
LAIR1 (3903)	LAIR1	3903
LAIR2 (3904)	LAIR2	3904
LALBA (3906)	LALBA	3906
LAMA1 (284217)	LAMA1	284217
LAMA2 (3908)	LAMA2	3908
LAMA3 (3909)	LAMA3	3909
LAMA4 (3910)	LAMA4	3910
LAMA5 (3911)	LAMA5	3911
LAMB1 (3912)	LAMB1	3912
LAMB2 (3913)	LAMB2	3913
LAMB3 (3914)	LAMB3	3914
LAMB4 (22798)	LAMB4	22798
LAMC1 (3915)	LAMC1	3915
LAMC2 (3918)	LAMC2	3918
LAMC3 (10319)	LAMC3	10319
LAMP1 (3916)	LAMP1	3916
LAMP2 (3920)	LAMP2	3920
LAMP3 (27074)	LAMP3	27074
LAMP5 (24141)	LAMP5	24141
LAMTOR1 (55004)	LAMTOR1	55004
LAMTOR2 (28956)	LAMTOR2	28956
LAMTOR3 (8649)	LAMTOR3	8649
LAMTOR4 (389541)	LAMTOR4	389541
LAMTOR5 (10542)	LAMTOR5	10542
LANCL1 (10314)	LANCL1	10314
LANCL2 (55915)	LANCL2	55915
LANCL3 (347404)	LANCL3	347404
LAP3 (51056)	LAP3	51056
LAPTM4A (9741)	LAPTM4A	9741
LAPTM4B (55353)	LAPTM4B	55353
LAPTM5 (7805)	LAPTM5	7805
LARGE1 (9215)	LARGE1	9215
LARGE2 (120071)	LARGE2	120071
LARP1 (23367)	LARP1	23367
LARP1B (55132)	LARP1B	55132
LARP4 (113251)	LARP4	113251
LARP4B (23185)	LARP4B	23185
LARP6 (55323)	LARP6	55323
LARP7 (51574)	LARP7	51574
LARS1 (51520)	LARS1	51520
LARS2 (23395)	LARS2	23395
LAS1L (81887)	LAS1L	81887
LASP1 (3927)	LASP1	3927
LAT (27040)	LAT	27040
LAT2 (7462)	LAT2	7462
LATS1 (9113)	LATS1	9113
LATS2 (26524)	LATS2	26524
LAX1 (54900)	LAX1	54900
LAYN (143903)	LAYN	143903
LBH (81606)	LBH	81606
LBHD1 (79081)	LBHD1	79081
LBP (3929)	LBP	3929
LBR (3930)	LBR	3930
LBX1 (10660)	LBX1	10660
LBX2 (85474)	LBX2	85474
LCA5 (167691)	LCA5	167691
LCA5L (150082)	LCA5L	150082
LCAT (3931)	LCAT	3931
LCE1B (353132)	LCE1B	353132
LCE2A (353139)	LCE2A	353139
LCE2B (26239)	LCE2B	26239
LCE3A (353142)	LCE3A	353142
LCE3B (353143)	LCE3B	353143
LCE3C (353144)	LCE3C	353144
LCE4A (199834)	LCE4A	199834
LCE5A (254910)	LCE5A	254910
LCE6A (448835)	LCE6A	448835
LCK (3932)	LCK	3932
LCLAT1 (253558)	LCLAT1	253558
LCMT1 (51451)	LCMT1	51451
LCMT2 (9836)	LCMT2	9836
LCN1 (3933)	LCN1	3933
LCN10 (414332)	LCN10	414332
LCN12 (286256)	LCN12	286256
LCN15 (389812)	LCN15	389812
LCN2 (3934)	LCN2	3934
LCN6 (158062)	LCN6	158062
LCN8 (138307)	LCN8	138307
LCN9 (392399)	LCN9	392399
LCNL1 (401562)	LCNL1	401562
LCOR (84458)	LCOR	84458
LCORL (254251)	LCORL	254251
LCP1 (3936)	LCP1	3936
LCP2 (3937)	LCP2	3937
LCT (3938)	LCT	3938
LCTL (197021)	LCTL	197021
LDAF1 (57146)	LDAF1	57146
LDAH (60526)	LDAH	60526
LDB1 (8861)	LDB1	8861
LDB2 (9079)	LDB2	9079
LDB3 (11155)	LDB3	11155
LDHA (3939)	LDHA	3939
LDHAL6A (160287)	LDHAL6A	160287
LDHAL6B (92483)	LDHAL6B	92483
LDHB (3945)	LDHB	3945
LDHC (3948)	LDHC	3948
LDHD (197257)	LDHD	197257
LDLR (3949)	LDLR	3949
LDLRAD1 (388633)	LDLRAD1	388633
LDLRAD2 (401944)	LDLRAD2	401944
LDLRAD3 (143458)	LDLRAD3	143458
LDLRAD4 (753)	LDLRAD4	753
LDLRAP1 (26119)	LDLRAP1	26119
LDOC1 (23641)	LDOC1	23641
LEAP2 (116842)	LEAP2	116842
LECT2 (3950)	LECT2	3950
LEF1 (51176)	LEF1	51176
LEFTY1 (10637)	LEFTY1	10637
LEFTY2 (7044)	LEFTY2	7044
LEKR1 (389170)	LEKR1	389170
LELP1 (149018)	LELP1	149018
LEMD1 (93273)	LEMD1	93273
LEMD2 (221496)	LEMD2	221496
LEMD3 (23592)	LEMD3	23592
LENEP (55891)	LENEP	55891
LENG1 (79165)	LENG1	79165
LENG8 (114823)	LENG8	114823
LENG9 (94059)	LENG9	94059
LEO1 (123169)	LEO1	123169
LEP (3952)	LEP	3952
LEPR (3953)	LEPR	3953
LEPROT (54741)	LEPROT	54741
LEPROTL1 (23484)	LEPROTL1	23484
LETM1 (3954)	LETM1	3954
LETM2 (137994)	LETM2	137994
LETMD1 (25875)	LETMD1	25875
LEXM (163747)	LEXM	163747
LFNG (3955)	LFNG	3955
LGALS1 (3956)	LGALS1	3956
LGALS12 (85329)	LGALS12	85329
LGALS13 (29124)	LGALS13	29124
LGALS14 (56891)	LGALS14	56891
LGALS16 (148003)	LGALS16	148003
LGALS2 (3957)	LGALS2	3957
LGALS3 (3958)	LGALS3	3958
LGALS3BP (3959)	LGALS3BP	3959
LGALS4 (3960)	LGALS4	3960
LGALS8 (3964)	LGALS8	3964
LGALS9 (3965)	LGALS9	3965
LGALSL (29094)	LGALSL	29094
LGI1 (9211)	LGI1	9211
LGI2 (55203)	LGI2	55203
LGI3 (203190)	LGI3	203190
LGI4 (163175)	LGI4	163175
LGMN (5641)	LGMN	5641
LGR4 (55366)	LGR4	55366
LGR5 (8549)	LGR5	8549
LGR6 (59352)	LGR6	59352
LGSN (51557)	LGSN	51557
LHB (3972)	LHB	3972
LHCGR (3973)	LHCGR	3973
LHFPL1 (340596)	LHFPL1	340596
LHFPL2 (10184)	LHFPL2	10184
LHFPL4 (375323)	LHFPL4	375323
LHFPL5 (222662)	LHFPL5	222662
LHFPL6 (10186)	LHFPL6	10186
LHPP (64077)	LHPP	64077
LHX1 (3975)	LHX1	3975
LHX2 (9355)	LHX2	9355
LHX3 (8022)	LHX3	8022
LHX4 (89884)	LHX4	89884
LHX5 (64211)	LHX5	64211
LHX6 (26468)	LHX6	26468
LHX8 (431707)	LHX8	431707
LHX9 (56956)	LHX9	56956
LIAS (11019)	LIAS	11019
LIF (3976)	LIF	3976
LIFR (3977)	LIFR	3977
LIG1 (3978)	LIG1	3978
LIG3 (3980)	LIG3	3980
LIG4 (3981)	LIG4	3981
LILRA1 (11024)	LILRA1	11024
LILRA2 (11027)	LILRA2	11027
LILRA4 (23547)	LILRA4	23547
LILRA5 (353514)	LILRA5	353514
LILRB1 (10859)	LILRB1	10859
LILRB2 (10288)	LILRB2	10288
LILRB4 (11006)	LILRB4	11006
LILRB5 (10990)	LILRB5	10990
LIM2 (3982)	LIM2	3982
LIMA1 (51474)	LIMA1	51474
LIMCH1 (22998)	LIMCH1	22998
LIMD1 (8994)	LIMD1	8994
LIMD2 (80774)	LIMD2	80774
LIME1 (54923)	LIME1	54923
LIMK1 (3984)	LIMK1	3984
LIMK2 (3985)	LIMK2	3985
LIMS1 (3987)	LIMS1	3987
LIMS2 (55679)	LIMS2	55679
LIN28A (79727)	LIN28A	79727
LIN28B (389421)	LIN28B	389421
LIN37 (55957)	LIN37	55957
LIN52 (91750)	LIN52	91750
LIN54 (132660)	LIN54	132660
LIN7A (8825)	LIN7A	8825
LIN7B (64130)	LIN7B	64130
LIN7C (55327)	LIN7C	55327
LIN9 (286826)	LIN9	286826
LINC02693 (339263)	LINC02693	339263
LINC02694 (400359)	LINC02694	400359
LINC02898 (400950)	LINC02898	400950
LINC02914 (283598)	LINC02914	283598
LINGO1 (84894)	LINGO1	84894
LINGO2 (158038)	LINGO2	158038
LINGO3 (645191)	LINGO3	645191
LINGO4 (339398)	LINGO4	339398
LINS1 (55180)	LINS1	55180
LIPA (3988)	LIPA	3988
LIPC (3990)	LIPC	3990
LIPE (3991)	LIPE	3991
LIPF (8513)	LIPF	8513
LIPG (9388)	LIPG	9388
LIPH (200879)	LIPH	200879
LIPI (149998)	LIPI	149998
LIPJ (142910)	LIPJ	142910
LIPK (643414)	LIPK	643414
LIPM (340654)	LIPM	340654
LIPN (643418)	LIPN	643418
LIPT1 (51601)	LIPT1	51601
LIPT2 (387787)	LIPT2	387787
LITAF (9516)	LITAF	9516
LIX1 (167410)	LIX1	167410
LIX1L (128077)	LIX1L	128077
LKAAEAR1 (198437)	LKAAEAR1	198437
LLCFC1 (135927)	LLCFC1	135927
LLGL1 (3996)	LLGL1	3996
LLGL2 (3993)	LLGL2	3993
LLPH (84298)	LLPH	84298
LMAN1 (3998)	LMAN1	3998
LMAN1L (79748)	LMAN1L	79748
LMAN2 (10960)	LMAN2	10960
LMAN2L (81562)	LMAN2L	81562
LMBR1 (64327)	LMBR1	64327
LMBR1L (55716)	LMBR1L	55716
LMBRD1 (55788)	LMBRD1	55788
LMBRD2 (92255)	LMBRD2	92255
LMCD1 (29995)	LMCD1	29995
LMF1 (64788)	LMF1	64788
LMF2 (91289)	LMF2	91289
LMLN (89782)	LMLN	89782
LMNA (4000)	LMNA	4000
LMNB1 (4001)	LMNB1	4001
LMNB2 (84823)	LMNB2	84823
LMNTD1 (160492)	LMNTD1	160492
LMNTD2 (256329)	LMNTD2	256329
LMO1 (4004)	LMO1	4004
LMO2 (4005)	LMO2	4005
LMO3 (55885)	LMO3	55885
LMO4 (8543)	LMO4	8543
LMO7 (4008)	LMO7	4008
LMOD1 (25802)	LMOD1	25802
LMOD2 (442721)	LMOD2	442721
LMOD3 (56203)	LMOD3	56203
LMTK2 (22853)	LMTK2	22853
LMTK3 (114783)	LMTK3	114783
LMX1A (4009)	LMX1A	4009
LMX1B (4010)	LMX1B	4010
LNP1 (348801)	LNP1	348801
LNPEP (4012)	LNPEP	4012
LNPK (80856)	LNPK	80856
LNX1 (84708)	LNX1	84708
LNX2 (222484)	LNX2	222484
LONP1 (9361)	LONP1	9361
LONP2 (83752)	LONP2	83752
LONRF1 (91694)	LONRF1	91694
LONRF2 (164832)	LONRF2	164832
LONRF3 (79836)	LONRF3	79836
LORICRIN (4014)	LORICRIN	4014
LOX (4015)	LOX	4015
LOXHD1 (125336)	LOXHD1	125336
LOXL1 (4016)	LOXL1	4016
LOXL2 (4017)	LOXL2	4017
LOXL3 (84695)	LOXL3	84695
LOXL4 (84171)	LOXL4	84171
LPA (4018)	LPA	4018
LPAR1 (1902)	LPAR1	1902
LPAR2 (9170)	LPAR2	9170
LPAR3 (23566)	LPAR3	23566
LPAR4 (2846)	LPAR4	2846
LPAR5 (57121)	LPAR5	57121
LPAR6 (10161)	LPAR6	10161
LPCAT1 (79888)	LPCAT1	79888
LPCAT2 (54947)	LPCAT2	54947
LPCAT3 (10162)	LPCAT3	10162
LPCAT4 (254531)	LPCAT4	254531
LPGAT1 (9926)	LPGAT1	9926
LPIN1 (23175)	LPIN1	23175
LPIN2 (9663)	LPIN2	9663
LPIN3 (64900)	LPIN3	64900
LPL (4023)	LPL	4023
LPO (4025)	LPO	4025
LPP (4026)	LPP	4026
LPXN (9404)	LPXN	9404
LRAT (9227)	LRAT	9227
LRATD1 (151354)	LRATD1	151354
LRATD2 (157638)	LRATD2	157638
LRBA (987)	LRBA	987
LRCH1 (23143)	LRCH1	23143
LRCH2 (57631)	LRCH2	57631
LRCH3 (84859)	LRCH3	84859
LRCH4 (4034)	LRCH4	4034
LRFN1 (57622)	LRFN1	57622
LRFN2 (57497)	LRFN2	57497
LRFN3 (79414)	LRFN3	79414
LRFN4 (78999)	LRFN4	78999
LRFN5 (145581)	LRFN5	145581
LRG1 (116844)	LRG1	116844
LRGUK (136332)	LRGUK	136332
LRIF1 (55791)	LRIF1	55791
LRIG1 (26018)	LRIG1	26018
LRIG2 (9860)	LRIG2	9860
LRIG3 (121227)	LRIG3	121227
LRIT1 (26103)	LRIT1	26103
LRIT2 (340745)	LRIT2	340745
LRIT3 (345193)	LRIT3	345193
LRMDA (83938)	LRMDA	83938
LRP1 (4035)	LRP1	4035
LRP10 (26020)	LRP10	26020
LRP11 (84918)	LRP11	84918
LRP12 (29967)	LRP12	29967
LRP1B (53353)	LRP1B	53353
LRP2 (4036)	LRP2	4036
LRP2BP (55805)	LRP2BP	55805
LRP3 (4037)	LRP3	4037
LRP4 (4038)	LRP4	4038
LRP5 (4041)	LRP5	4041
LRP5L (91355)	LRP5L	91355
LRP6 (4040)	LRP6	4040
LRP8 (7804)	LRP8	7804
LRPAP1 (4043)	LRPAP1	4043
LRPPRC (10128)	LRPPRC	10128
LRR1 (122769)	LRR1	122769
LRRC1 (55227)	LRRC1	55227
LRRC10 (376132)	LRRC10	376132
LRRC10B (390205)	LRRC10B	390205
LRRC14 (9684)	LRRC14	9684
LRRC14B (389257)	LRRC14B	389257
LRRC15 (131578)	LRRC15	131578
LRRC17 (10234)	LRRC17	10234
LRRC18 (474354)	LRRC18	474354
LRRC19 (64922)	LRRC19	64922
LRRC2 (79442)	LRRC2	79442
LRRC20 (55222)	LRRC20	55222
LRRC23 (10233)	LRRC23	10233
LRRC24 (441381)	LRRC24	441381
LRRC25 (126364)	LRRC25	126364
LRRC26 (389816)	LRRC26	389816
LRRC27 (80313)	LRRC27	80313
LRRC28 (123355)	LRRC28	123355
LRRC29 (26231)	LRRC29	26231
LRRC3 (81543)	LRRC3	81543
LRRC30 (339291)	LRRC30	339291
LRRC31 (79782)	LRRC31	79782
LRRC32 (2615)	LRRC32	2615
LRRC34 (151827)	LRRC34	151827
LRRC36 (55282)	LRRC36	55282
LRRC37A3 (374819)	LRRC37A3	374819
LRRC37B (114659)	LRRC37B	114659
LRRC38 (126755)	LRRC38	126755
LRRC39 (127495)	LRRC39	127495
LRRC3B (116135)	LRRC3B	116135
LRRC3C (100505591)	LRRC3C	100505591
LRRC4 (64101)	LRRC4	64101
LRRC40 (55631)	LRRC40	55631
LRRC41 (10489)	LRRC41	10489
LRRC42 (115353)	LRRC42	115353
LRRC43 (254050)	LRRC43	254050
LRRC45 (201255)	LRRC45	201255
LRRC46 (90506)	LRRC46	90506
LRRC47 (57470)	LRRC47	57470
LRRC49 (54839)	LRRC49	54839
LRRC4B (94030)	LRRC4B	94030
LRRC4C (57689)	LRRC4C	57689
LRRC52 (440699)	LRRC52	440699
LRRC55 (219527)	LRRC55	219527
LRRC56 (115399)	LRRC56	115399
LRRC57 (255252)	LRRC57	255252
LRRC58 (116064)	LRRC58	116064
LRRC59 (55379)	LRRC59	55379
LRRC61 (65999)	LRRC61	65999
LRRC63 (220416)	LRRC63	220416
